,PHD
0,7.625578774125314
1,8.071990435256838
2,7.682035656993973
3,10.567105167371283
4,
5,9.84693996338426
6,6.997489001882046
7,9.537025048764828
8,8.013415353148709
9,9.009639233197726
10,10.68972401442944
11,11.603636326315774
12,18.661359247836558
13,10.406584112214475
14,8.604004486591624
15,8.801253224667892
16,9.438907282646195
17,10.33931376629253
18,
19,9.206415992545987
20,8.103098992623059
21,9.30387431925686
22,
23,7.451402126307586
24,10.473024924146195
25,10.714585080853038
26,
27,8.094511775782786
28,
29,8.707562780891694
30,9.8748535357098
31,11.109242187667657
32,
33,9.980588930536092
34,7.9611942438362995
35,
36,
37,9.598499438048663
38,11.3567187022983
39,10.998912380894845
40,9.605348430650295
41,
42,8.903674726025082
43,10.593669599356495
44,9.105459817347285
45,8.439377254103618
46,
47,9.020209607971884
48,
49,9.910227168720024
50,9.923909273763075
51,
52,
53,10.076170756493793
54,8.100145788475656
55,9.628434842996304
56,10.601553569405933
57,8.74428935559748
58,9.78766202760787
59,6.260123986548615
60,9.67528509063378
61,7.992728906083128
62,6.570211966756466
63,8.283090341016065
64,6.547633924359879
65,8.968998924544504
66,7.83089412963822
67,8.91057044243314
68,
69,8.180321025122927
70,10.827546269603307
71,12.827755791813571
72,12.332328141556262
73,
74,8.16195187362469
75,9.445877382126762
76,9.855284303479635
77,10.337944164082987
78,
79,10.068789138538834
80,10.230784350023422
81,10.844446067625213
82,
83,9.40068406096913
84,
85,
86,
87,
88,
89,12.02572737072154
90,10.996306276281635
91,
92,9.117481794960845
93,10.735021663534415
94,8.669034947755193
95,10.527700996871273
96,7.485037374868361
97,
98,9.323135888396518
99,
100,11.344401308181109
101,
102,10.382909954495217
103,8.424588026401977
104,10.260646391922512
105,
106,9.990186088782046
107,13.06978530238423
108,
109,7.227719875536861
110,
111,5.524362820439258
112,
113,9.888010919041621
114,3.9637683682720044
115,8.322514312304746
116,
117,
118,8.913221694724793
119,9.325391313577759
120,7.8856057454052735
121,11.460130297761449
122,
123,8.476876961903512
124,
125,7.860880076303961
126,7.722722431189206
127,10.175536154006155
128,
129,9.109361909007308
130,9.482016140620402
131,9.54816189297514
132,10.889462658573153
133,7.854096926492104
134,10.909406616015765
135,10.776454390964407
136,
137,7.886818231493703
138,
139,8.801754044511465
140,9.388199624607132
141,11.293073418347507
142,
143,9.126946260437691
144,
145,8.150296919557155
146,
147,11.79566199229943
148,11.108029628669149
149,9.10381865308786
150,8.41013026454893
151,
152,8.3680742701864
153,
154,8.856386219716676
155,
