,PHD
0,9.577760923331327
1,5.297887147797718
2,8.528238600218742
3,11.130023475404412
4,5.479877884065368
5,8.95870075627378
6,6.929667601089819
7,9.339794522218037
8,9.302991704183853
9,8.449004070491725
10,7.81600048697229
11,11.033210252765464
12,6.879367584581463
13,5.395603402805258
14,10.456281086220685
15,11.350359601613611
16,8.930976538344291
17,9.800834334318766
18,10.018496421386104
19,9.529693897839769
20,9.457892463731616
21,9.917919188901397
22,10.796974879514483
23,9.171040588337558
24,8.357249787437036
25,5.238378099756441
26,8.910953704997493
27,4.300336044619357
28,8.182829661884158
29,10.604840142241285
30,9.193316620555947
31,6.015812562480349
32,8.411087066466326
33,8.137313913908248
34,7.009406732112769
35,9.043520760250765
36,9.42129369899434
37,6.879906696149743
38,
39,
40,7.072977320626064
41,12.577943897389073
42,5.958094836357593
43,9.737643949869224
44,13.138973475515384
45,7.983488218810258
46,10.86622358658961
47,7.979629929754599
48,8.833672113256462
49,9.24762306175464
50,9.129892592882355
51,5.794583668830039
52,10.457651571553699
53,13.093300693354626
54,6.673053811921769
55,10.35481521965503
56,6.309497882216253
57,6.326595960547758
58,11.347310584105575
59,10.265457663194733
60,9.876362844579115
61,10.466856636763971
62,7.675746704844577
63,7.956492372562308
64,10.385682070730358
65,7.335398011129077
66,13.283430443267223
67,6.996916395322256
68,8.248298878999694
69,10.517068374033569
70,10.526159387395975
71,8.507983688747863
72,5.610997984420338
73,9.922280049362245
74,9.249896090734387
75,9.433173906333778
76,7.397138834631007
77,11.18820224619992
78,11.232338061808349
79,9.341204643815189
80,10.659816356837393
81,10.976435400139216
82,9.05488230832923
83,
84,
85,8.161425750627293
86,7.526403073985971
87,13.20182113474639
88,9.845876901015925
89,10.402413083192688
90,8.848531670038135
91,8.46239792434258
92,10.443728238465718
93,9.438754990366144
94,9.557415145137538
95,5.636106251298978
96,8.984510865824856
97,8.895609976705149
98,10.469032915325016
99,8.710387228047825
100,9.094778418326126
101,8.7290307139258
102,10.016937256972781
103,7.26570138255156
104,15.273418629532086
105,9.196393257936066
106,8.582464148991768
107,9.461423916168625
108,9.678292640491753
109,5.043568342367596
110,5.299189990322488
111,8.636840989744465
112,7.407513272500724
113,8.701980313592458
114,8.894680978194591
115,9.129353081266565
116,6.683001192244263
117,5.312450133140167
118,9.939336262795493
119,9.229558687409948
120,9.688237426481832
121,8.661268205773972
122,8.057505141173026
123,8.61927466391825
124,10.338123771001193
125,6.216163058457335
126,9.552187953219345
127,
128,7.157248189132609
129,13.205418934334292
130,
131,7.962242546249489
132,6.821133913192834
133,
134,9.863176252360033
135,
136,9.085742261663018
137,7.609653362380823
138,9.444719426585456
139,8.363313601983187
140,9.199333704381916
141,4.962774508888209
142,12.175132209062959
143,11.485002155585496
144,7.98419502705497
145,8.887794798246462
146,9.952138926359412
147,8.639758157864307
148,7.443091254303007
149,9.493978061049148
150,5.195784205039755
151,7.042323669984574
152,
153,13.192261986436167
154,10.845138768807912
155,8.454825555323781
156,10.014251248169215
157,7.870163303583884
158,9.33352364705914
159,8.33849697243816
160,10.235688180121956
161,10.872796990389139
162,10.066627327663996
163,9.400453453051432
164,
165,5.490238176835255
166,9.83825604893876
167,10.245130180059483
168,7.849808660894035
169,10.452211212250651
170,
171,8.698430340237174
172,10.176715151519913
173,8.284226269249032
174,
175,10.100998572764055
176,11.032775569011648
177,11.479711910847078
178,8.699004100867159
179,8.116085085181926
180,6.98629411434526
181,10.569320663232437
182,8.23695433233926
183,6.372285054712671
184,10.580449420476123
185,8.5117766604603
186,7.7113976440055465
187,5.896820092721025
188,9.151190547529042
189,10.23411421218903
190,10.419080970386604
191,8.63083802285285
192,8.756760917581593
193,8.274889410213836
194,
195,8.663827675799837
196,7.627651519219183
197,
198,9.421741454307918
199,
200,9.659855827887462
201,8.660642437531479
202,8.780783370103991
203,11.572463180752933
204,6.286356524453216
205,10.795641008848815
206,12.68151950785285
207,9.339924779272808
208,
209,9.898747861121752
210,6.820458886621106
211,7.377529750272407
212,9.795484711031019
213,10.106631978043264
214,9.276469375423925
215,7.753021493973329
216,8.257569649204058
217,7.3112313419259145
218,8.241702232700849
219,11.231578530787969
220,10.476800264199463
221,6.630594650301336
222,8.495365145657344
223,9.988718284225765
224,
225,9.455337285119686
226,7.9728126193245235
227,9.767714089737964
228,6.453252201273971
229,5.615444844334934
230,8.719153136097598
231,7.008824991386981
232,7.318870942165913
233,11.267581756339554
234,10.282076381544078
235,4.721191687681011
236,9.195232356287955
237,8.00251715079706
238,9.003640020399958
239,6.295082808895388
240,10.278581142578574
241,9.918626443578866
242,6.291055813090775
243,13.036250125729827
244,7.968301882667212
245,6.61741959527635
246,8.216982040398603
247,9.825409362675044
248,6.548181885617105
249,
250,11.538195998177919
251,10.220477365621482
252,9.97184115880829
253,8.533473577158535
254,8.416189051769301
255,9.614985202638362
256,8.414303322642612
257,9.082200722045428
258,7.247185601295405
259,9.239406119287686
260,
261,7.778663658327393
262,7.412498267891741
263,
264,8.71177333922994
265,8.362733629381832
266,11.096075590211145
267,8.626142697006744
268,10.495496184647253
269,10.043277855616212
270,7.819837328167567
271,9.285526674610553
272,7.76515784855701
273,9.300458590113719
274,10.129475096287171
275,8.84739430935252
276,7.116082031682718
277,7.136801252274612
278,9.78662863055003
279,6.605478877519283
280,7.907180751651797
281,9.329752013527239
282,7.664265257299773
283,9.476022530701924
284,7.191678764106123
285,9.149003062187038
286,
287,6.797324085041765
288,9.979291123109004
289,9.12242464226184
290,8.93834628284846
291,10.298849426056222
292,18.37767652203134
293,8.700258083421938
294,10.43648628812135
295,10.497443464413053
296,
297,8.202825321206518
298,9.630807747227935
299,9.305381230384246
300,5.735779969488193
301,6.7860861691834025
302,9.620081473637214
303,8.10985348480447
304,9.76578168984418
305,6.688398933571282
306,7.364925115363811
307,8.678451795126822
308,11.097476345140958
309,10.925391033551962
