,PHD
0,8.783177325746122
1,9.719471237741349
2,7.519274325266214
3,9.502247880521415
4,10.412615804282636
5,10.627779177804303
6,9.970200036671418
7,8.800431927500703
8,9.277882550357038
9,9.852949245759376
10,8.407287559806147
11,11.313568486515365
12,9.110859250797061
13,9.214912464435315
14,9.086634031064278
15,9.71255152622685
16,11.906837919735052
17,9.117091125065077
18,9.163995339955788
19,9.81452879709163
20,9.425623037422527
21,11.722311549782278
22,8.87393343263258
23,9.758892297174482
24,8.596311061789565
25,9.667477017334946
26,9.544634335559488
27,8.465821983053749
28,9.374291841776607
29,9.635059750247525
30,9.132472062724919
31,7.772915265623225
32,6.589254603565775
33,8.62003697543251
34,8.679960230266934
35,10.207878230433545
36,9.2180361072978
37,9.767961229788975
38,8.972420440920414
39,9.667795328545486
40,9.561572501373846
41,7.675154899917847
42,10.370678608301276
43,8.858584945255046
44,9.615630759442766
45,10.51462783608059
46,9.978180349179189
47,9.90304800077171
48,8.630280815141388
49,8.953361536559598
50,8.28768171359098
51,9.161226942313986
52,9.836290590673855
53,10.92820199716061
54,10.996541897704315
55,9.377180715853473
56,9.95902011434452
57,8.950326457185751
58,8.663718995013616
59,10.192523178527335
60,8.452470526397624
61,8.633880410643124
62,10.092420270373482
63,8.495212429875304
64,10.157874010348465
65,9.771150002458526
66,10.57650181593172
67,9.855380814811253
68,11.93643423864645
69,9.418777739364298
70,12.08143552476551
71,10.096368732140473
72,8.654449872821829
73,9.617791457731228
74,9.646525417097914
75,10.109310184476222
76,9.088800612681831
77,10.920679894869643
78,11.1393441536947
79,9.318639651277492
80,10.679247314226501
81,9.95911023701846
82,9.658284637913724
83,8.55554488316867
84,9.658408518980075
85,10.104928020596113
86,9.560606487490007
87,11.114073617118262
88,10.295370749815726
89,9.89168608784539
90,8.231660064352099
91,10.109576816802125
92,10.886011312961855
93,9.632652398496298
94,9.05084680261683
95,9.04535490055225
96,8.703148600579881
97,9.127967294708872
98,8.232996317544501
99,7.711644149971627
100,8.814373024803977
101,10.390355370144347
102,9.31620857052304
103,11.516443050129459
104,8.469994932890984
105,8.739438359379992
106,9.183354119748545
107,8.123278176355598
108,11.673729503685614
109,8.71896783579689
110,10.322826899985529
111,11.088639639674874
112,10.204533594901083
113,9.890983188252669
114,10.741884763230056
115,9.63531084787089
116,9.840711305334953
117,8.859349511782906
118,8.796555875849787
119,10.567914962073118
120,8.867131922698576
121,8.496912313117054
122,9.718153071717378
123,8.831930536889756
124,9.439255154435553
125,11.52328448153351
126,5.092271916080808
127,10.316648058033707
128,9.46949753068969
129,7.183696549891831
130,7.910550466638259
131,9.395518418461524
132,7.623949952899979
133,9.938343991784745
134,10.898304893762583
135,9.169620680681271
136,9.500736189015413
137,9.16215626278181
138,8.390267294049059
139,9.950755372998435
140,10.368576443601047
141,7.995111800252636
142,7.702117509059296
